Clip,L1 Loss,L2 Loss,SNR (dB)
873,3.006059,15.519170,19.20
874,2.970274,14.692270,19.91
875,3.002477,15.128259,20.11
876,3.706326,22.174780,18.55
877,3.685730,22.949877,18.28
878,2.741692,12.826628,20.50
879,3.302416,17.323689,18.78
880,4.121296,26.161161,16.84
881,4.338356,27.967663,16.65
882,4.184368,26.139622,17.11
883,4.352289,28.512697,16.90
884,3.381155,18.150436,19.08
885,3.102112,16.503172,19.87
886,4.074160,25.664089,18.29
887,3.980114,26.512691,18.37
888,3.791625,22.712475,19.21
889,3.542571,19.044569,20.08
890,2.893383,13.505515,21.62
891,3.041786,15.247952,21.46
892,3.461565,18.853703,20.97
893,4.056454,25.303070,19.95
894,3.633496,21.626616,20.66
895,3.662364,21.899855,20.36
896,3.660535,23.421425,19.41
897,3.765609,25.196352,18.35
898,4.042323,27.657206,17.44
899,4.086493,29.528933,16.95
900,3.943364,27.018301,17.30
901,3.858803,25.737335,17.57
902,3.597301,23.067541,18.20
903,3.747061,24.392769,18.12
904,3.583850,21.867601,18.71
905,3.599169,22.337660,18.69
906,3.167560,17.147715,19.89
907,2.953897,14.637422,20.56
908,2.718880,12.772427,21.14
909,2.670025,11.848665,21.63
910,2.696369,11.673882,22.05
911,2.827709,12.667354,22.05
912,2.512511,10.169106,23.05
913,3.147390,15.383389,21.11
914,3.188581,15.341698,20.84
915,3.162361,16.039810,20.24
916,2.916862,14.108012,20.45
917,2.924359,13.585264,20.76
918,3.063859,15.216030,20.66
919,3.112481,16.075701,20.76
920,3.058337,15.136296,21.16
921,2.989184,14.499166,21.27
922,2.980626,15.014206,20.85
923,3.281696,19.124481,19.44
924,3.504792,21.970972,18.59
925,3.619893,23.126961,18.44
926,3.682848,22.992207,18.88
927,3.539351,21.617807,19.73
928,3.191442,17.230453,21.29
929,2.926745,13.333288,22.84
930,2.967500,13.058262,23.27
931,2.918786,12.938386,23.58
932,2.444330,10.099829,24.90
933,2.308977,8.715154,25.82
934,2.459696,10.016263,25.56
935,2.626182,12.090297,25.01
936,2.766856,13.435112,24.60
937,2.820859,13.534749,24.33
938,2.928097,14.059455,23.63
939,3.242888,17.566488,21.89
940,2.860466,13.719973,22.07
941,3.074059,14.439798,21.23
942,2.903888,13.793715,21.46
943,2.824713,12.813690,22.33
944,3.308354,17.026636,21.57
945,3.350077,17.856621,21.54
946,3.486935,19.022125,21.20
947,3.429518,18.552177,20.96
948,3.128036,15.028003,21.37
949,2.568020,10.165559,22.88
950,3.614298,21.235847,20.16
951,3.863383,24.086636,19.93
952,3.852775,23.316494,20.27
953,4.329788,30.651543,19.15
954,3.706451,23.679468,20.12
955,3.266113,16.868217,21.06
956,3.514202,19.666531,20.04
957,3.704705,22.326616,19.17
958,3.725582,23.619877,18.58
959,3.597046,21.798733,18.57
960,3.002049,13.903841,20.28
961,2.891768,14.097475,20.22
962,3.109884,16.940100,19.67
963,3.293391,18.528625,19.60
964,3.197151,16.428545,20.42
965,3.106912,16.115171,20.67
966,3.109217,15.339979,20.84
967,3.283834,17.242224,20.16
968,3.024720,15.962888,20.37
969,3.440668,19.558697,19.53
970,3.150658,16.447357,20.57
971,3.228737,18.946201,20.40
972,3.086162,16.400311,21.23
973,3.419241,19.591787,20.44
974,3.146701,16.354952,21.02
975,2.850287,13.604240,21.40
976,2.734578,12.954117,21.06
977,2.639379,11.352463,21.51
978,2.382927,9.210428,22.69
979,2.396544,9.699511,22.81
980,2.383337,9.180935,23.29
981,2.535135,10.366268,22.86
982,2.386413,9.576265,23.18
983,2.531412,10.873713,22.52
984,2.723747,12.362947,21.89
985,2.832429,12.898078,21.75
986,3.002595,15.125078,21.09
987,3.288481,18.041111,20.19
988,3.165308,16.590586,20.23
989,3.177662,17.180027,19.61
990,3.286533,19.881174,18.46
991,3.257183,18.977217,18.35
992,2.980608,17.266357,18.86
993,2.804173,14.273104,20.05
994,2.994977,14.645924,20.41
995,3.087945,15.522083,20.52
996,3.164775,16.947689,20.38
997,3.171291,16.268471,20.70
998,2.837490,14.055815,21.44
999,2.831959,15.200383,21.22
1000,2.898351,14.810700,21.52
1001,2.845974,13.879866,21.97
1002,2.711414,12.380761,22.55
1003,2.808014,13.262221,22.26
1004,3.135599,16.044794,21.61
1005,3.018140,14.238505,22.42
1006,2.984078,14.174754,22.73
1007,3.123287,15.722718,22.41
1008,3.633986,22.668756,20.76
1009,4.339893,30.708248,19.24
1010,3.885770,25.436716,19.60
1011,3.568873,21.303253,19.94
1012,3.662503,22.231642,19.54
1013,3.781618,23.861475,19.29
1014,3.626938,22.622728,19.64
1015,3.467390,21.527714,20.02
1016,3.248061,18.960897,20.78
1017,3.110922,16.400335,21.61
1018,2.955397,15.694529,21.95
1019,2.614443,12.629978,23.07
1020,3.219992,16.865191,21.96
1021,3.531953,20.451538,21.10
1022,3.404613,19.361855,21.22
1023,3.169993,17.506176,21.54
1024,3.004034,15.756703,21.91
1025,2.692921,12.848733,22.73
1026,2.405932,11.435447,23.29
1027,2.205995,8.658935,24.58
1028,2.289212,9.372301,24.24
1029,2.342756,9.672743,24.01
1030,2.511912,10.335315,23.57
1031,2.742220,12.301380,22.72
1032,2.813040,13.954382,22.21
1033,2.673349,11.718190,23.14
1034,2.948746,13.728949,22.70
1035,3.225007,16.272697,22.04
1036,3.012589,14.767619,22.35
1037,3.387970,19.966276,20.74
1038,3.428139,22.409647,19.79
1039,3.047256,18.731426,19.95
1040,3.073987,20.702665,19.04
1041,3.320540,23.759338,18.22
1042,3.596967,25.573032,17.99
1043,3.474305,22.316938,18.91
1044,3.399996,19.916515,19.72
1045,3.347736,19.094845,20.17
1046,3.735194,22.280310,19.77
1047,3.365593,18.702753,20.89
1048,2.999788,15.237045,22.22
1049,2.981621,15.496333,22.60
1050,3.612041,21.109821,21.57
1051,3.294199,17.058432,22.62
1052,3.103613,14.915790,23.12
1053,2.816032,11.879190,23.87
1054,2.781300,12.577779,23.35
1055,2.872314,13.484802,22.88
1056,3.327907,18.621845,21.40
1057,3.341763,18.724575,21.31
1058,3.192060,16.836252,21.66
1059,3.138697,16.420261,21.58
1060,3.109718,16.060244,21.57
1061,3.139905,16.174006,21.58
1062,3.072927,15.622028,21.85
1063,2.787877,12.346955,23.01
1064,2.465652,9.939143,24.07
1065,2.402090,9.921522,24.15
1066,2.616678,11.513533,23.54
1067,2.921779,13.368345,22.94
1068,2.756310,11.619866,23.73
1069,2.913425,13.209157,23.51
1070,2.758486,13.325233,23.84
1071,3.064435,16.020512,23.30
1072,3.193450,18.473255,22.69
1073,3.260685,18.830149,22.44
1074,3.074482,16.045736,22.82
1075,2.960481,14.655828,22.84
1076,2.950642,14.736518,22.57
1077,2.837464,13.224301,23.08
1078,2.764225,12.611926,23.43
1079,2.857789,13.504634,23.30
1080,2.860822,13.714391,23.38
1081,2.361162,8.824501,25.32
1082,2.330539,9.037228,25.18
1083,2.674954,11.288515,24.16
1084,2.535387,10.040588,24.61
1085,2.532805,10.714046,24.34
1086,2.744373,12.575485,23.82
1087,2.836559,13.349057,23.78
1088,2.859044,14.061106,23.72
1089,3.038600,16.664034,23.07
1090,2.891531,15.040828,23.52
1091,2.817945,13.600698,23.84
1092,2.802216,13.729597,23.67
1093,2.828873,14.220832,23.49
1094,2.732319,13.187266,23.94
1095,2.793012,13.108959,24.22
1096,2.653709,12.146799,24.90
1097,2.372137,9.579768,26.26
1098,2.928263,13.476411,24.92
1099,2.959849,14.158898,24.69
1100,2.961957,14.432358,24.49
1101,2.627346,11.696111,25.18
1102,2.733181,11.923008,24.82
1103,2.763352,11.945491,24.74
1104,3.012658,15.016246,23.81
1105,3.189574,17.007343,23.42
1106,2.737395,12.972480,24.83
1107,2.318814,10.314885,26.08
1108,2.390059,10.160873,26.31
1109,2.626264,11.098944,26.01
1110,2.448341,10.009927,26.47
1111,2.285339,8.547015,27.09
1112,2.041314,6.856481,27.95
1113,1.687344,4.589997,29.63
1114,1.800425,5.044196,29.20
1115,1.932098,5.804922,28.61
1116,1.951204,5.906980,28.60
1117,1.864474,5.464499,29.07
1118,1.909497,5.850281,28.98
1119,1.963711,7.025731,28.41
1120,2.507818,11.037824,26.56
1121,2.747456,13.512190,25.58
1122,3.416623,19.676823,23.59
1123,3.680491,23.499891,22.17
1124,3.421067,20.706982,21.79
1125,3.593702,22.570673,20.39
1126,3.519295,22.064728,19.60
1127,3.198284,19.238546,19.68
1128,3.042120,16.253147,20.47
1129,3.077490,16.632690,20.75
1130,2.890073,14.414125,21.85
1131,2.640070,12.717865,22.77
1132,3.026089,14.802078,22.30
1133,2.949976,14.529695,22.41
1134,3.196432,18.806942,21.21
1135,3.069410,18.010700,21.33
1136,3.310284,20.881769,20.68
1137,3.744550,25.281721,19.97
1138,3.741051,24.752075,20.21
1139,4.005651,28.641859,19.73
1140,4.086616,32.440933,19.36
1141,4.245939,33.435745,19.50
1142,4.417395,35.265282,19.48
1143,4.371637,32.257381,19.89
1144,4.547291,35.931412,19.20
1145,4.690982,36.671246,18.75
1146,5.035499,42.815189,17.58
1147,5.787092,59.336906,15.74
1148,6.364749,75.672531,14.53
1149,6.060498,73.127319,14.83
1150,5.834135,67.330994,15.41
1151,4.917290,53.826302,16.55
1152,4.093783,39.173115,18.03
1153,3.407654,25.820435,19.89
1154,3.201677,19.380737,21.09
1155,2.565688,13.064937,22.66
1156,2.472672,11.502944,22.99
1157,2.409127,10.175238,23.22
1158,2.532415,10.791716,22.71
1159,2.443971,10.709272,22.73
1160,2.754810,12.942034,22.15
1161,2.940286,14.124889,22.16
1162,2.743672,13.120804,22.79
1163,2.862426,14.509718,22.55
1164,2.992074,14.816028,22.49
1165,3.205867,17.227819,21.73
1166,2.980788,14.564921,22.26
1167,2.910135,13.995742,22.33
1168,2.791528,12.728308,22.83
1169,2.954778,15.709169,22.18
1170,2.846288,13.570620,23.22
1171,2.829461,13.321308,23.76
1172,3.099175,15.952807,23.18
1173,3.411418,19.528343,22.26
1174,3.273754,18.364862,22.31
1175,3.150369,16.880615,22.37
1176,3.151554,16.723793,22.12
1177,3.725250,22.276281,20.79
1178,3.470941,19.465237,21.38
1179,3.698960,21.636866,20.82
1180,3.118778,16.284204,21.85
1181,3.161605,15.637160,21.72
1182,2.774662,12.782351,22.33
1183,2.785004,12.774917,22.27
1184,2.971672,13.962930,22.00
1185,2.719600,12.423514,22.62
1186,2.678085,12.264857,22.68
1187,2.822293,13.970422,21.99
1188,3.367650,19.737913,20.27
1189,3.417669,22.417074,19.48
1190,3.372358,21.213827,19.56
1191,3.230570,19.593058,19.86
1192,3.125585,16.569189,20.62
1193,3.084810,16.216196,20.79
1194,3.198630,17.518597,20.60
1195,3.122838,16.013979,21.23
1196,3.196938,16.993931,21.30
1197,3.033580,16.000099,21.81
1198,3.391605,19.354414,21.16
1199,3.137715,17.847498,21.61
1200,2.865608,14.086775,22.69
1201,2.448411,10.037652,24.19
1202,2.460649,10.311791,24.27
1203,2.502382,11.155744,24.28
1204,3.213335,16.783512,22.91
1205,3.071254,15.636555,23.31
1206,3.083580,15.657789,23.15
1207,3.060605,14.915691,22.99
1208,2.980625,13.949219,22.70
1209,2.637836,10.955656,23.02
1210,2.653503,11.830929,22.32
1211,2.884938,12.731746,21.99
1212,2.566872,10.943529,22.91
1213,2.525141,10.466246,23.48
1214,2.553329,10.286866,23.93
1215,2.405542,10.203538,24.23
1216,2.203691,8.321731,25.21
1217,2.386482,9.955687,24.36
1218,2.454756,10.433989,23.97
1219,3.100961,15.630988,21.96
1220,2.981814,14.504382,22.14
1221,2.689589,12.672952,22.84
1222,2.504250,9.812894,24.40
1223,2.820696,12.368444,23.95
1224,2.846729,12.882431,24.14
1225,3.014338,14.696587,23.61
1226,3.343419,17.374281,22.66
1227,2.768796,12.408379,23.62
1228,3.190553,16.308901,21.78
1229,3.174099,16.606415,21.20
1230,3.087370,16.142862,21.16
1231,3.009851,15.071135,21.48
1232,3.073540,14.860175,21.66
1233,2.821733,12.122895,22.73
1234,2.863890,13.151877,22.70
1235,2.447737,9.602254,24.54
1236,2.477820,9.120995,25.25
1237,2.599895,10.475465,25.01
1238,3.185936,16.250624,23.28
1239,2.918335,14.425581,23.84
1240,2.740498,12.367613,24.37
1241,3.092761,15.438806,23.21
1242,3.077308,14.773536,23.27
1243,3.494420,19.888676,21.93
1244,3.483994,19.610800,21.97
1245,3.068714,16.028982,22.83
1246,2.712260,12.897003,23.70
1247,2.752992,12.684990,23.59
1248,2.763896,12.802900,23.39
1249,2.992962,14.229493,22.85
1250,3.515631,19.864862,21.50
1251,3.279945,17.792114,22.29
1252,3.095892,15.010764,23.33
1253,2.857794,13.343503,23.92
1254,2.663287,12.041230,24.25
1255,2.142626,7.645966,27.83
1256,2.060186,7.036118,28.18
1257,2.100779,7.163636,28.00
1258,2.611722,11.796379,25.53
1259,2.795310,14.093038,24.28
1260,3.113247,18.193953,22.56
1261,3.440920,21.677509,21.14
1262,3.594699,22.618019,20.34
1263,3.840884,25.608803,19.47
1264,4.077598,31.110409,18.51
1265,4.647219,40.240410,17.43
1266,5.091078,46.287441,16.94
1267,5.274405,50.070160,16.79
1268,5.222991,48.778706,17.12
1269,4.820924,43.948719,17.83
1270,4.158005,34.111744,19.21
1271,3.515646,23.703653,21.12
1272,2.967449,15.732474,23.24
1273,2.882768,13.937005,24.08
1274,3.282595,17.911289,23.18
1275,3.447828,19.604218,22.81
1276,3.036879,16.178862,23.50
1277,3.273703,19.273018,22.47
1278,3.497266,20.945551,21.72
1279,3.595571,21.608700,21.16
1280,3.700041,22.575003,20.51
1281,3.587978,20.631779,20.45
1282,3.281754,18.330530,20.51
1283,3.487425,20.404758,19.66
1284,3.769093,24.050531,18.85
1285,3.431133,19.483307,19.98
1286,3.744556,21.265066,19.93
1287,3.121126,15.854272,21.32
1288,2.780016,13.105954,22.14
1289,2.472424,9.808966,23.22
1290,2.652874,11.156191,22.38
1291,2.583619,10.252019,22.38
1292,2.976084,14.224895,20.80
1293,2.948135,14.484404,20.65
1294,2.707534,11.061428,21.90
1295,2.676000,10.897490,22.20
1296,2.560572,10.464926,22.88
1297,2.694463,11.531137,23.09
1298,2.651804,11.051980,23.85
1299,2.380673,9.615402,24.82
1300,2.505177,10.475590,24.54
1301,2.441582,10.124568,24.58
1302,2.360896,9.025661,24.81
1303,2.564326,10.057670,24.05
1304,2.950304,13.848090,22.44
1305,2.965596,14.509409,22.16
1306,2.710200,12.039935,22.92
1307,2.566756,10.589878,23.49
1308,2.692206,11.671088,23.20
1309,2.876056,13.020823,22.98
1310,2.826923,13.155897,23.24
1311,2.491865,11.135796,24.17
1312,2.521851,11.064038,24.28
1313,2.705611,12.437264,23.78
1314,2.707723,11.467915,24.10
1315,3.118413,14.267814,23.01
1316,3.059118,14.708549,22.66
1317,2.867225,14.029471,22.58
1318,2.373744,10.554287,23.44
1319,2.280482,9.377965,23.43
1320,2.884318,13.433163,21.44
1321,2.532759,9.917650,22.64
1322,2.123581,7.121983,24.24
1323,2.195905,7.997019,24.03
1324,2.300887,8.404835,24.10
1325,2.045742,7.277108,24.94
1326,2.079777,7.274222,25.07
1327,2.191836,7.816387,24.85
1328,2.168892,7.717053,25.02
1329,2.366611,9.548124,24.30
1330,2.418180,10.076530,24.26
1331,2.509849,11.433823,23.87
1332,2.935622,14.777288,22.81
1333,3.160223,16.108923,22.41
1334,2.931113,13.846935,22.95
1335,2.963922,14.531479,22.58
1336,3.080079,15.267933,22.15
1337,3.009260,15.006934,21.95
1338,2.655625,12.550246,22.35
1339,2.863173,13.335586,21.62
1340,2.829369,13.614594,21.04
1341,3.069749,15.223195,20.16
1342,2.888129,14.119347,20.30
1343,2.694917,12.826984,20.80
1344,2.490919,10.917280,21.77
1345,2.768756,12.083816,21.65
1346,3.219932,16.091078,20.65
1347,2.967793,14.813106,21.16
1348,2.662726,12.082137,22.07
1349,2.363726,9.789768,22.95
1350,2.316937,8.692301,23.45
1351,2.230953,8.287935,23.78
1352,2.354307,8.918961,23.72
1353,2.327151,9.011724,23.86
1354,2.500916,10.010244,23.53
1355,2.445597,9.320065,23.93
1356,2.142552,7.362214,25.04
1357,2.280109,8.655923,24.45
1358,2.513291,10.238190,24.03
1359,2.709487,12.213326,23.74
1360,2.629105,11.445864,24.34
1361,2.684338,11.752271,24.36
1362,3.005204,16.161892,22.97
1363,2.665208,12.632202,23.92
1364,2.629995,11.609050,24.04
1365,2.895703,12.939494,23.48
1366,3.136500,15.321394,22.84
1367,3.124534,15.112205,23.03
1368,3.088618,15.150269,23.06
1369,3.082823,15.672392,22.83
1370,3.305743,17.072063,22.28
1371,2.742914,12.606219,23.28
1372,2.952712,14.889414,22.24
1373,3.242838,16.681799,21.50
1374,3.539261,19.099714,20.81
1375,3.304905,17.634182,21.16
1376,3.197804,17.644697,21.30
1377,2.861775,13.980216,22.50
1378,2.773917,12.855142,23.03
1379,2.720876,12.738512,23.18
1380,2.705790,11.721631,23.62
1381,2.530965,9.965307,24.30
1382,2.742328,12.099335,23.41
1383,2.712936,12.317880,23.39
1384,2.907123,13.617724,23.15
1385,3.314181,18.650539,22.05
1386,3.201587,19.037340,22.01
1387,2.842900,14.854065,23.01
1388,2.873722,14.626196,22.85
1389,2.722692,12.432322,23.24
1390,2.238685,8.293330,24.59
1391,2.634765,11.116948,23.21
1392,2.436165,9.364134,24.06
1393,2.212280,8.402063,24.72
1394,2.440522,10.408865,23.96
1395,2.444561,11.093760,23.84
1396,2.407366,10.022967,24.48
1397,2.473549,9.518827,24.93
1398,2.662421,11.664577,24.33
1399,3.203009,16.151436,23.05
1400,3.324337,18.062962,22.58
1401,3.287503,17.044619,22.71
1402,3.595225,20.424831,21.71
1403,3.595407,21.288794,21.28
1404,3.298167,17.333561,22.07
1405,3.225264,17.283354,22.04
1406,3.275491,18.616762,21.66
1407,3.135829,17.557884,21.82
1408,3.005116,15.389204,22.24
1409,2.756248,12.321795,23.06
1410,2.615370,11.170734,23.43
1411,2.773851,12.646883,22.98
1412,2.840261,13.860129,22.77
1413,2.864027,13.965076,22.94
1414,2.732965,12.374332,23.64
1415,2.853172,13.381975,23.46
1416,2.865080,13.053334,23.77
1417,2.736058,12.083633,24.33
1418,3.445776,18.373613,22.75
1419,3.189167,17.124437,23.21
1420,2.873984,14.792319,23.94
1421,2.608701,12.353298,24.74
1422,2.788996,14.354946,24.11
1423,2.598943,12.875463,24.62
1424,2.591747,12.169216,24.99
1425,2.516389,10.887933,25.61
1426,2.272877,9.040323,26.55
1427,2.254627,7.902068,27.20
1428,1.960556,5.724237,28.64
1429,2.006679,6.531015,28.07
1430,1.978097,6.209706,28.30
1431,1.740943,5.013714,29.23
1432,1.818652,5.048973,29.19
1433,1.964624,6.101657,28.35
1434,2.216712,7.895073,27.22
1435,1.907381,5.812140,28.58
1436,2.031270,6.831801,27.96
1437,2.231738,7.714081,27.52
1438,2.439834,9.872410,26.45
1439,2.490678,10.980183,25.84
1440,2.526525,11.486952,25.33
1441,2.456772,11.150763,24.95
1442,2.604419,11.891991,23.97
1443,2.972890,15.477302,22.05
1444,3.263299,18.078520,20.64
1445,3.112794,16.274258,20.51
1446,2.916088,14.809008,20.55
1447,3.088086,16.543238,19.99
1448,3.109382,16.416616,20.17
1449,2.973603,16.007441,20.58
1450,2.662142,12.774746,21.91
1451,2.878950,13.468843,21.99
1452,2.948256,14.824944,21.71
1453,3.033271,15.786589,21.42
1454,3.572002,22.769173,19.69
1455,4.076484,28.754936,18.38
1456,4.242095,31.992723,17.51
1457,4.492121,34.701084,16.79
1458,4.662778,37.257652,16.21
1459,4.695056,38.463955,15.91
1460,4.803190,38.878593,15.89
1461,4.700980,39.565437,16.00
1462,4.718616,39.871387,16.31
1463,4.510693,37.219608,17.03
1464,4.641602,39.047596,17.27
1465,4.625918,39.388523,17.57
1466,4.459466,37.526867,18.01
1467,4.127467,29.503452,19.15
1468,3.911055,24.824854,19.88
1469,3.466379,19.347317,20.84
1470,3.397234,19.741961,20.63
1471,3.444382,21.614712,20.14
1472,3.572781,22.944239,19.82
1473,3.513589,21.640297,20.06
1474,3.202154,18.560707,20.78
1475,2.851805,15.323581,21.74
1476,2.570018,12.914173,22.68
1477,2.360320,10.768887,23.72
1478,2.327844,9.933635,24.42
1479,2.476405,10.410804,24.58
1480,2.349721,9.284511,25.43
1481,2.327413,8.823684,25.94
1482,2.356319,8.439960,26.38
1483,2.117291,7.301758,27.17
1484,1.702753,4.848295,29.09
1485,1.633225,4.487453,29.56
1486,1.771495,4.883220,29.36
1487,1.583823,3.897743,30.52
1488,1.768192,4.957841,29.59
1489,1.867136,5.275257,29.32
1490,2.077631,6.564777,28.23
1491,2.104936,6.531640,28.00
